Date,High,Low,Open,Volume,Close,Symbol
2020-01-02,209.7899932861328,206.27000427246094,206.75,12077100,209.77999877929688,FB
2020-01-03,210.39999389648438,206.9499969482422,207.2100067138672,11188400,208.6699981689453,FB
2020-01-06,212.77999877929688,206.52000427246094,206.6999969482422,17058900,212.60000610351562,FB
2020-01-07,214.5800018310547,211.75,212.82000732421875,14912400,213.05999755859375,FB
2020-01-08,216.24000549316406,212.61000061035156,213.0,13475000,215.22000122070312,FB
2020-01-09,218.3800048828125,216.27999877929688,217.5399932861328,12642800,218.3000030517578,FB
2020-01-10,219.8800048828125,217.4199981689453,219.1999969482422,12119400,218.05999755859375,FB
2020-01-13,221.97000122070312,219.2100067138672,219.60000610351562,14463400,221.91000366210938,FB
2020-01-14,222.3800048828125,218.6300048828125,221.61000061035156,13288900,219.05999755859375,FB
2020-01-15,221.67999267578125,220.13999938964844,220.61000061035156,10036500,221.14999389648438,FB
2020-01-16,222.6300048828125,220.38999938964844,222.57000732421875,10015300,221.77000427246094,FB
2020-01-17,222.2899932861328,220.52999877929688,222.02999877929688,15905900,222.13999938964844,FB
2020-01-21,222.3699951171875,219.1199951171875,222.16000366210938,14275800,221.44000244140625,FB
2020-01-22,222.75,221.27999877929688,222.30999755859375,12212800,221.32000732421875,FB
2020-01-23,221.49000549316406,219.27000427246094,220.75,11195000,219.75999450683594,FB
2020-01-24,221.77999877929688,216.11000061035156,220.8000030517578,11905800,217.94000244140625,FB
2020-01-27,216.05999755859375,212.5,213.10000610351562,13810700,214.8699951171875,FB
2020-01-28,218.74000549316406,213.52000427246094,216.13999938964844,13413800,217.7899932861328,FB
2020-01-29,224.1999969482422,218.4499969482422,221.44000244140625,33181300,223.22999572753906,FB
2020-01-30,211.42999267578125,204.75,206.52999877929688,48775500,209.52999877929688,FB
2020-01-31,208.69000244140625,201.05999755859375,208.42999267578125,31359900,201.91000366210938,FB
2020-02-03,205.13999938964844,202.5,203.44000244140625,15510500,204.19000244140625,FB
2020-02-04,210.60000610351562,205.1999969482422,206.6199951171875,19628900,209.8300018310547,FB
2020-02-05,212.72999572753906,208.7100067138672,212.50999450683594,12538200,210.11000061035156,FB
2020-02-06,211.19000244140625,209.33999633789062,210.47000122070312,10567500,210.85000610351562,FB
2020-02-07,212.82000732421875,209.92999267578125,210.3000030517578,12242500,212.3300018310547,FB
2020-02-10,213.8000030517578,210.66000366210938,211.52000427246094,11856400,213.05999755859375,FB
2020-02-11,210.86000061035156,206.50999450683594,210.19000244140625,25030800,207.19000244140625,FB
2020-02-12,211.22000122070312,207.39999389648438,207.85000610351562,13813700,210.75999450683594,FB
2020-02-13,214.3300018310547,209.17999267578125,209.52000427246094,15396600,213.13999938964844,FB
2020-02-14,214.92999267578125,212.64999389648438,214.0,10741700,214.17999267578125,FB
2020-02-18,217.97999572753906,213.39999389648438,213.5500030517578,15609200,217.8000030517578,FB
2020-02-19,218.32000732421875,216.11000061035156,217.99000549316406,12135100,217.49000549316406,FB
2020-02-20,218.77000427246094,212.9499969482422,216.52000427246094,13109200,214.5800018310547,FB
2020-02-21,214.24000549316406,208.8300018310547,213.47999572753906,14092300,210.17999267578125,FB
2020-02-24,203.64999389648438,198.1699981689453,201.8000030517578,23080100,200.72000122070312,FB
2020-02-25,203.5,195.9499969482422,202.25,21433500,196.77000427246094,FB
2020-02-26,201.2100067138672,195.49000549316406,197.19000244140625,16524500,197.1999969482422,FB
2020-02-27,195.8800048828125,189.5,191.82000732421875,21682600,189.75,FB
2020-02-28,192.74000549316406,181.82000732421875,182.6999969482422,32583500,192.47000122070312,FB
2020-03-02,196.57000732421875,188.85000610351562,194.02999877929688,24949000,196.44000244140625,FB
2020-03-03,197.24000549316406,183.97000122070312,196.22000122070312,27984100,185.88999938964844,FB
