Date,High,Low,Open,Volume,Close,Symbol
2020-05-18,1392.760009765625,1354.199951171875,1361.5799560546875,2356400,1385.1800537109375,GOOGL
2020-05-19,1392.489990234375,1373.760009765625,1385.47998046875,1579300,1374.4000244140625,GOOGL
2020-05-20,1412.030029296875,1387.4200439453125,1389.1600341796875,1913100,1409.1600341796875,GOOGL
2020-05-21,1416.4599609375,1394.3900146484375,1410.989990234375,1544700,1406.75,GOOGL
2020-05-22,1417.0,1395.949951171875,1403.9000244140625,1427200,1413.239990234375,GOOGL
2020-05-26,1445.1099853515625,1419.4000244140625,1441.9599609375,2229500,1421.3699951171875,GOOGL
2020-05-27,1425.3499755859375,1394.5999755859375,1420.0,1584200,1420.280029296875,GOOGL
2020-05-28,1444.4599609375,1399.0799560546875,1400.0,1758500,1418.239990234375,GOOGL
2020-05-29,1436.72998046875,1415.97998046875,1420.4300537109375,1852200,1433.52001953125,GOOGL
2020-06-01,1441.5799560546875,1422.280029296875,1425.699951171875,1258100,1434.8699951171875,GOOGL
2020-06-02,1443.0,1421.6099853515625,1435.0,1172100,1442.31005859375,GOOGL
2020-06-03,1449.010009765625,1431.6199951171875,1442.699951171875,1386600,1439.25,GOOGL
2020-06-04,1441.3199462890625,1406.010009765625,1436.780029296875,1349100,1414.300048828125,GOOGL
2020-06-05,1446.300048828125,1407.6199951171875,1415.6400146484375,2132100,1440.02001953125,GOOGL
2020-06-08,1449.0,1424.47998046875,1426.280029296875,1693900,1448.0400390625,GOOGL
2020-06-09,1467.800048828125,1442.3599853515625,1445.239990234375,1681200,1452.0799560546875,GOOGL
2020-06-10,1472.77001953125,1454.3599853515625,1461.510009765625,1588100,1464.699951171875,GOOGL
2020-06-11,1451.5999755859375,1398.4100341796875,1441.030029296875,2357200,1401.9000244140625,GOOGL
2020-06-12,1434.510009765625,1385.800048828125,1425.8599853515625,1832900,1412.9200439453125,GOOGL
2020-06-15,1425.0,1387.199951171875,1389.489990234375,1523400,1420.739990234375,GOOGL
2020-06-16,1457.1700439453125,1428.989990234375,1449.0,1532400,1446.469970703125,GOOGL
2020-06-17,1462.199951171875,1435.1300048828125,1452.93994140625,1528300,1452.5400390625,GOOGL
2020-06-18,1452.969970703125,1426.239990234375,1449.8499755859375,1743100,1434.1199951171875,GOOGL
2020-06-19,1444.5,1419.0,1440.0,2639200,1424.6400146484375,GOOGL
2020-06-22,1450.949951171875,1419.18994140625,1425.010009765625,1472100,1450.6600341796875,GOOGL
2020-06-23,1475.199951171875,1445.0,1452.0,1887600,1463.97998046875,GOOGL
2020-06-24,1475.7900390625,1430.0,1463.280029296875,1579600,1432.699951171875,GOOGL
2020-06-25,1442.3199462890625,1419.5400390625,1431.219970703125,1197900,1441.0999755859375,GOOGL
2020-06-26,1437.02001953125,1355.0,1432.6300048828125,4882000,1362.5400390625,GOOGL
2020-06-29,1398.0,1351.6500244140625,1360.3399658203125,2253700,1397.1700439453125,GOOGL
2020-06-30,1424.0,1386.9300537109375,1396.8800048828125,2014300,1418.050048828125,GOOGL
2020-07-01,1448.47998046875,1414.1800537109375,1419.1700439453125,2109100,1442.0,GOOGL
2020-07-02,1488.52001953125,1451.0699462890625,1451.8399658203125,2860900,1469.9300537109375,GOOGL
2020-07-06,1510.0,1476.97998046875,1488.1500244140625,2235600,1499.6500244140625,GOOGL
2020-07-07,1521.3199462890625,1489.699951171875,1496.1300048828125,2118200,1489.9200439453125,GOOGL
2020-07-08,1511.1700439453125,1492.300048828125,1500.800048828125,1588300,1503.5999755859375,GOOGL
2020-07-09,1529.1400146484375,1495.5899658203125,1509.9300537109375,2091800,1518.6600341796875,GOOGL
2020-07-10,1541.3399658203125,1500.719970703125,1513.25,1795900,1539.010009765625,GOOGL
2020-07-13,1576.3599853515625,1506.56005859375,1549.93994140625,2147700,1512.22998046875,GOOGL
2020-07-14,1522.800048828125,1485.9300537109375,1492.7900390625,1905400,1520.8599853515625,GOOGL
2020-07-15,1536.3299560546875,1497.8299560546875,1523.22998046875,1551300,1516.8800048828125,GOOGL
2020-07-16,1515.9100341796875,1488.27001953125,1501.5,1324200,1514.9200439453125,GOOGL
2020-07-17,1523.4300537109375,1498.0999755859375,1516.9100341796875,1713200,1516.8499755859375,GOOGL
2020-07-20,1569.010009765625,1502.699951171875,1515.0,1508300,1563.8399658203125,GOOGL
2020-07-21,1587.050048828125,1552.6199951171875,1585.030029296875,1377700,1555.9200439453125,GOOGL
2020-07-22,1566.97998046875,1543.22998046875,1555.7099609375,1224100,1564.8499755859375,GOOGL
2020-07-23,1570.3499755859375,1508.5899658203125,1565.9300537109375,1695500,1516.75,GOOGL
2020-07-24,1515.4300537109375,1487.5899658203125,1499.18994140625,1495100,1508.2099609375,GOOGL
2020-07-27,1537.56005859375,1512.3299560546875,1513.260009765625,1356200,1529.4300537109375,GOOGL
2020-07-28,1526.010009765625,1500.52001953125,1525.0,1545500,1503.6500244140625,GOOGL
2020-07-29,1533.3299560546875,1503.010009765625,1505.0,1133800,1523.510009765625,GOOGL
2020-07-30,1540.8900146484375,1495.1700439453125,1497.969970703125,1802100,1538.3699951171875,GOOGL
2020-07-31,1505.02001953125,1454.0,1497.050048828125,4576400,1487.949951171875,GOOGL
2020-08-03,1497.72998046875,1471.719970703125,1491.0,2274100,1482.760009765625,GOOGL
2020-08-04,1493.1099853515625,1464.030029296875,1486.7099609375,1860600,1473.300048828125,GOOGL
2020-08-05,1490.0,1471.219970703125,1476.8199462890625,1457500,1479.0899658203125,GOOGL
2020-08-06,1506.27001953125,1471.9000244140625,1476.1500244140625,1665300,1504.949951171875,GOOGL
2020-08-07,1520.0899658203125,1486.27001953125,1509.0400390625,1385900,1498.3699951171875,GOOGL
2020-08-10,1507.1500244140625,1477.489990234375,1490.800048828125,1027300,1496.8199462890625,GOOGL
2020-08-11,1510.43994140625,1478.18994140625,1494.0,1554900,1480.5400390625,GOOGL
2020-08-12,1511.6700439453125,1485.0,1487.1199951171875,1126600,1507.239990234375,GOOGL
2020-08-13,1536.969970703125,1508.2099609375,1508.2099609375,1119400,1516.6500244140625,GOOGL
2020-08-14,1519.7900390625,1499.0,1513.6099853515625,1097100,1504.6300048828125,GOOGL
2020-08-17,1523.780029296875,1505.0,1515.969970703125,999500,1516.239990234375,GOOGL
2020-08-18,1557.3699951171875,1521.6700439453125,1526.1199951171875,1418900,1555.780029296875,GOOGL
2020-08-19,1568.8599853515625,1540.0,1552.489990234375,1523600,1544.6099853515625,GOOGL
2020-08-20,1580.1700439453125,1534.4599609375,1539.969970703125,1319100,1576.25,GOOGL
2020-08-21,1591.8800048828125,1562.31005859375,1571.800048828125,1741900,1575.5699462890625,GOOGL
2020-08-24,1608.780029296875,1575.0400390625,1592.469970703125,1281900,1585.1500244140625,GOOGL
2020-08-25,1608.8800048828125,1577.8800048828125,1580.0999755859375,1257500,1605.8499755859375,GOOGL
2020-08-26,1652.7900390625,1600.97998046875,1606.300048828125,2609400,1644.1300048828125,GOOGL
2020-08-27,1647.989990234375,1618.81005859375,1646.6099853515625,1567500,1628.52001953125,GOOGL
2020-08-28,1641.3499755859375,1625.6099853515625,1629.469970703125,1120900,1639.4300537109375,GOOGL
2020-08-31,1644.5,1625.3299560546875,1643.5699462890625,1321100,1629.530029296875,GOOGL
2020-09-01,1659.219970703125,1629.530029296875,1632.1600341796875,1133800,1655.0799560546875,GOOGL
2020-09-02,1726.0999755859375,1660.18994140625,1668.010009765625,2476100,1717.3900146484375,GOOGL
2020-09-03,1700.0,1607.7099609375,1699.52001953125,3186300,1629.510009765625,GOOGL
2020-09-04,1634.989990234375,1537.969970703125,1609.0,2792500,1581.2099609375,GOOGL
2020-09-08,1555.550048828125,1516.5,1525.0,2701600,1523.5999755859375,GOOGL
2020-09-09,1558.719970703125,1525.1700439453125,1548.9000244140625,1962100,1547.22998046875,GOOGL
2020-09-10,1573.6600341796875,1520.0,1550.1800537109375,1651200,1526.050048828125,GOOGL
2020-09-11,1538.699951171875,1493.02001953125,1528.1500244140625,1535300,1515.760009765625,GOOGL
2020-09-14,1557.0,1505.1099853515625,1531.6500244140625,2133000,1508.8299560546875,GOOGL
2020-09-15,1550.989990234375,1522.0999755859375,1527.8900146484375,1152100,1535.1199951171875,GOOGL
2020-09-16,1554.3699951171875,1511.5899658203125,1542.47998046875,1106400,1512.0899658203125,GOOGL
2020-09-17,1498.6600341796875,1462.4599609375,1485.81005859375,2000400,1487.0400390625,GOOGL
2020-09-18,1495.199951171875,1431.6199951171875,1488.300048828125,3152800,1451.0899658203125,GOOGL
2020-09-21,1440.06005859375,1402.6800537109375,1431.6199951171875,2845400,1430.1400146484375,GOOGL
2020-09-22,1463.969970703125,1429.5,1450.3199462890625,1697500,1459.8199462890625,GOOGL
2020-09-23,1453.0799560546875,1402.6800537109375,1452.0899658203125,1886300,1409.3900146484375,GOOGL
2020-09-24,1437.989990234375,1402.1500244140625,1402.6800537109375,1727600,1422.8599853515625,GOOGL
2020-09-25,1445.93994140625,1407.6800537109375,1425.050048828125,1516300,1439.06005859375,GOOGL
2020-09-28,1472.989990234375,1446.280029296875,1471.989990234375,1539200,1458.6600341796875,GOOGL
2020-09-29,1472.0,1454.0,1463.9100341796875,1590800,1466.02001953125,GOOGL
2020-09-30,1486.199951171875,1455.760009765625,1460.93994140625,2045400,1465.5999755859375,GOOGL
