Date,High,Low,Open,Volume,Close,Symbol
2020-01-02,75.1500015258789,73.79750061035156,74.05999755859375,135480400.0,74.57303619384766,AAPL
2020-01-03,75.1449966430664,74.125,74.2874984741211,146322800.0,73.84803009033203,AAPL
2020-01-06,74.98999786376953,73.1875,73.44750213623047,118387200.0,74.43647003173828,AAPL
2020-01-07,75.2249984741211,74.37000274658203,74.95999908447266,108872000.0,74.08639526367188,AAPL
2020-01-08,76.11000061035156,74.29000091552734,74.29000091552734,132079200.0,75.27816009521484,AAPL
2020-01-09,77.60749816894531,76.55000305175781,76.80999755859375,170108400.0,76.87713623046875,AAPL
2020-01-10,78.1675033569336,77.0625,77.6500015258789,140644800.0,77.0509262084961,AAPL
2020-01-13,79.26750183105469,77.7874984741211,77.91000366210938,121532000.0,78.69707489013672,AAPL
2020-01-14,79.39250183105469,78.0425033569336,79.17500305175781,161954400.0,77.63440704345703,AAPL
2020-01-15,78.875,77.38749694824219,77.9625015258789,121923600.0,77.30170440673828,AAPL
2020-01-16,78.92500305175781,78.02249908447266,78.39749908447266,108829200.0,78.27001953125,AAPL
2020-01-17,79.68499755859375,78.75,79.06749725341797,137816400.0,79.13655090332031,AAPL
2020-01-21,79.75499725341797,79.0,79.29750061035156,110843200.0,78.60025024414062,AAPL
2020-01-22,79.99749755859375,79.32749938964844,79.6449966430664,101832400.0,78.88082122802734,AAPL
2020-01-23,79.88999938964844,78.9124984741211,79.4800033569336,104472000.0,79.26069641113281,AAPL
2020-01-24,80.8324966430664,79.37999725341797,80.0625,146537600.0,79.03226470947266,AAPL
2020-01-27,77.94249725341797,76.22000122070312,77.51499938964844,161940000.0,76.70829772949219,AAPL
2020-01-28,79.5999984741211,78.04750061035156,78.1500015258789,162234000.0,78.87832641601562,AAPL
2020-01-29,81.9625015258789,80.34500122070312,81.11250305175781,216229200.0,80.52943420410156,AAPL
2020-01-30,81.02249908447266,79.6875,80.13500213623047,126743200.0,80.4127426147461,AAPL
2020-01-31,80.66999816894531,77.07250213623047,80.23249816894531,199588400.0,76.84734344482422,AAPL
2020-02-03,78.37249755859375,75.55500030517578,76.07499694824219,173985600.0,76.63629913330078,AAPL
2020-02-04,79.91000366210938,78.40750122070312,78.82749938964844,136616400.0,79.16633605957031,AAPL
2020-02-05,81.19000244140625,79.73750305175781,80.87999725341797,118826800.0,79.81189727783203,AAPL
2020-02-06,81.30500030517578,80.06500244140625,80.64250183105469,105425600.0,80.74544525146484,AAPL
2020-02-07,80.8499984741211,79.5,80.59249877929688,117684000.0,79.64789581298828,AAPL
2020-02-10,80.38749694824219,78.4625015258789,78.54499816894531,109348800.0,80.02619171142578,AAPL
2020-02-11,80.9749984741211,79.67749786376953,80.9000015258789,94323200.0,79.54336547851562,AAPL
2020-02-12,81.80500030517578,80.36750030517578,80.36750030517578,113730400.0,81.4323501586914,AAPL
2020-02-13,81.55500030517578,80.8375015258789,81.04750061035156,94747600.0,80.85246276855469,AAPL
2020-02-14,81.49500274658203,80.7125015258789,81.18499755859375,80113600.0,80.87237548828125,AAPL
2020-02-18,79.9375,78.65249633789062,78.83999633789062,152531200.0,79.39155578613281,AAPL
2020-02-19,81.14250183105469,80.0,80.0,93984000.0,80.54136657714844,AAPL
2020-02-20,81.1624984741211,79.55249786376953,80.65750122070312,100566000.0,79.715087890625,AAPL
2020-02-21,80.11250305175781,77.625,79.65499877929688,129554000.0,77.9107437133789,AAPL
2020-02-24,76.04499816894531,72.30750274658203,74.31500244140625,222195200.0,74.20994567871094,AAPL
2020-02-25,75.63249969482422,71.53250122070312,75.23750305175781,230673600.0,71.69629669189453,AAPL
2020-02-26,74.47000122070312,71.625,71.63249969482422,198054800.0,72.83366394042969,AAPL
2020-02-27,71.5,68.23999786376953,70.2750015258789,320605600.0,68.07266235351562,AAPL
2020-02-28,69.60250091552734,64.09249877929688,64.31500244140625,426884800.0,68.0328369140625,AAPL
